user_id,item_id
70124937,183491586
70124937,4613281
70124937,333830112
135426325,379531478
135426325,164417301
135426325,41709437
135426325,18974108
135426325,44955521
135426325,121355494
137587571,31988589
137587571,369918126
137587571,147358654
73331581,281251959
73331581,89543595
73331581,56654590
73331581,97449556
73331581,358862502
73331581,267948456
73331581,166514387
73331581,292430342
73331581,311547735
73331581,396992311
73331581,210868562
73331581,233576218
83012026,192344747
83012026,132398734
83012026,370753773
83012026,105142343
83012026,310784330
83012026,122028288
55590425,219657413
55590425,208779453
55590425,199109522
137634898,252086665
137634898,61102712
137634898,226783825
137634898,93633093
137634898,112465407
137634898,4879966
123242164,226330484
123242164,338530403
123242164,191375871
123242164,90557383
123242164,349136364
123242164,312009540
123242164,270325627
123242164,358693871
123242164,24863643
134442107,329330903
134442107,183491586
134442107,30583479
134442107,361115066
134442107,244344436
134442107,349136364
134442107,56913325
134442107,75489283
134442107,363466272
133817664,247677640
133817664,190688328
133817664,361696578
133817664,339380086
133817664,133086901
133817664,220503930
133817664,170164490
133817664,255567718
133817664,177730689
15124235,115209757
15124235,334435546
15124235,137100377
102743010,148181023
102743010,117977017
102743010,5349274
75536562,192941897
75536562,372895750
75536562,49546093
75536562,43648768
75536562,109836337
75536562,91873282
75536562,1169433
75536562,78420312
75536562,256558254
113407078,308516352
113407078,164666227
113407078,227039329
125311481,14136232
125311481,66064380
125311481,111508435
49078659,301049160
49078659,56087160
49078659,254363757
37955794,389242167
37955794,335339613
37955794,84259683
4904673,181364532
4904673,342233428
4904673,140021795
4904673,127903696
4904673,230861579
4904673,9312472
4904673,203373777
4904673,288055823
4904673,194482862
4904673,365894843
4904673,156937246
4904673,286777453
4904673,36833507
4904673,356724438
4904673,257214280
4904673,398296162
4904673,109277596
4904673,260622630
99030368,10014364
99030368,269687273
99030368,285583178
99030368,308681302
99030368,285804947
99030368,89070719
93053437,149768415
93053437,240474756
93053437,120339152
10904782,125608064
10904782,30934439
10904782,264469913
109104663,95871452
109104663,95137765
109104663,188073556
109104663,368075912
109104663,267369051
109104663,374370611
57198121,192384086
57198121,397508473
57198121,164612406
86347757,266092530
86347757,11158208
86347757,285635413
108944739,150991329
108944739,146979171
108944739,264314600
108944739,49637985
108944739,71467821
108944739,387004506
108944739,33070080
108944739,296344783
108944739,130451522
25389839,109536190
25389839,342657248
25389839,253985174
142309360,397185138
142309360,55527410
142309360,221729330
88493765,246470907
88493765,45616906
88493765,61812474
99498597,93802353
99498597,73453371
99498597,276002306
133563346,257334141
133563346,146333126
133563346,67147364
67041167,343736718
67041167,147989252
67041167,164144259
77896444,232282740
77896444,38889038
77896444,275900875
84123477,369869909
84123477,59758671
84123477,400680346
84123477,105102608
84123477,16640536
84123477,16891824
125104557,355737934
125104557,244659561
125104557,216890330
29515777,25692712
29515777,297594759
29515777,25880302
29515777,190718752
29515777,366702376
29515777,377431327
29515777,151227740
29515777,176259466
29515777,367487634
29515777,333830112
29515777,178093126
29515777,109392881
29515777,269671840
29515777,255563290
29515777,233040597
29515777,173017202
29515777,251508949
29515777,342456140
29515777,307103920
29515777,203435733
29515777,41643107
29515777,358667409
29515777,299661317
29515777,395215583
29515777,81842685
29515777,317935694
29515777,54960667
29515777,306292813
29515777,74259002
29515777,346869600
29515777,219616067
29515777,133671293
29515777,132678178
29515777,230696364
29515777,280122104
29515777,43381623
29515777,57700021
29515777,65628929
29515777,60516477
29515777,82799555
29515777,371047875
29515777,359632516
129467967,67862291
129467967,377931443
129467967,52477191
138600983,202996860
138600983,290692064
138600983,294345675
138600983,31138585
138600983,287818739
138600983,119408080
83052376,237563260
83052376,52295039
83052376,53921118
32109732,312999034
32109732,87996865
32109732,62034056
32109732,139842374
32109732,18556354
32109732,361263056
32109732,147358654
32109732,155087949
32109732,50568085
32109732,43532866
32109732,245733579
32109732,252645061
87384297,338771831
87384297,312009540
87384297,170909291
89634823,232340989
89634823,206014512
89634823,245083938
89634823,97311923
89634823,381544399
89634823,91822996
89634823,44800401
89634823,48616203
89634823,16811586
50370611,223842408
50370611,93403019
50370611,340805174
140651197,46978808
140651197,378562212
140651197,102609452
130300349,240901487
130300349,24201020
130300349,231171831
73448027,177773921
73448027,345762377
73448027,184313037
134375754,155188811
134375754,241204736
134375754,293621697
134375754,356852047
134375754,251508949
134375754,361088329
51112461,16815183
51112461,81664250
51112461,354157026
51112461,126746610
51112461,49794844
51112461,325648867
51112461,185621871
51112461,342561468
51112461,359042506
21552019,231309807
21552019,3769623
21552019,85496317
21552019,390001730
21552019,107654975
21552019,221775047
21552019,257803699
21552019,196755080
21552019,93428148
109819359,268069496
109819359,276874320
109819359,313905056
109819359,358820820
109819359,38029348
109819359,245023408
111763897,228503331
111763897,171002089
111763897,53519783
47032159,21339653
47032159,363288778
47032159,304939985
48952506,97213388
48952506,366600707
48952506,404509676
19939755,173944353
19939755,397670044
19939755,21709463
2978492,361088329
2978492,190179196
2978492,361932569
2978492,27011004
2978492,221640682
2978492,349004346
60325466,101591989
60325466,94267541
60325466,343832377
40538635,261668514
40538635,246490776
40538635,347829036
55678980,170050914
55678980,59480486
55678980,399672601
142344317,204349606
142344317,398618067
142344317,111422374
142344317,371607557
142344317,148301660
142344317,211047809
8988329,110707451
8988329,238223852
8988329,164834991
8988329,307591825
8988329,286603218
8988329,280370986
125072890,186607050
125072890,118255761
125072890,144889215
102148525,99082717
102148525,349004346
102148525,169967873
133001203,375242231
133001203,208734660
133001203,144698929
113305289,34476130
113305289,269651427
113305289,105975375
113305289,159716047
113305289,229392782
113305289,67829933
113305289,49170799
113305289,42914689
113305289,141426657
113305289,214154130
113305289,327974438
113305289,322979277
113305289,32048332
113305289,58496562
113305289,290923685
13789551,354857864
13789551,87987056
13789551,14930797
13789551,85209170
13789551,300554921
13789551,111547836
13789551,187346843
13789551,389968950
13789551,168364560
13789551,27169799
13789551,95463122
13789551,327886649
13789551,123085212
13789551,311382523
13789551,388018636
13789551,233656084
13789551,60755697
13789551,237209088
13789551,368876718
13789551,208758309
13789551,179777952
13789551,170209832
13789551,393642172
13789551,25674162
13789551,404179958
13789551,192567727
13789551,213984878
13789551,293509655
13789551,376317521
13789551,34658848
13789551,3892822
13789551,359470781
13789551,166344402
13789551,241622441
13789551,77580278
13789551,315415227
13789551,124599303
13789551,170456782
13789551,276002306
128818870,302154307
128818870,29170327
128818870,197952461
128818870,333830112
128818870,89720353
128818870,254704815
102991428,122165458
102991428,307598511
102991428,53054737
6378117,107432891
6378117,334372932
6378117,281779470
6378117,321090773
6378117,283948692
6378117,360210181
53439550,65482073
53439550,403527962
53439550,236175870
61849905,343585188
61849905,198607911
61849905,289704515
61849905,354952514
61849905,113214885
61849905,305840819
61849905,376956466
61849905,114547025
61849905,344656938
97620119,395636589
97620119,27838850
97620119,373142925
2076213,134452377
2076213,9951071
2076213,168165673
2076213,20060299
2076213,55756428
2076213,364494372
90627536,177929358
90627536,115721747
90627536,213808530
70220697,88218001
70220697,161950634
70220697,180782183
70220697,69226201
70220697,92099389
70220697,286568360
127579903,108256414
127579903,184408191
127579903,84995752
103228540,51019327
103228540,404031808
103228540,59398755
26202962,184367010
26202962,114175151
26202962,225169383
105058907,337290356
105058907,111422374
105058907,314204168
111201361,100895110
111201361,171060100
111201361,343072323
86295623,122471326
86295623,201669318
86295623,251710768
136158153,238635412
136158153,208195299
136158153,17942469
89389805,23823314
89389805,218297502
89389805,266240694
72724722,1504296
72724722,191094980
72724722,385397500
60452360,371738571
60452360,118803376
60452360,177373429
60452360,280038450
60452360,194571020
60452360,52159576
14035158,402937731
14035158,109899141
14035158,254987457
14035158,81341039
14035158,103831316
14035158,90447118
14035158,88272868
14035158,336693505
14035158,103965105
14035158,71338726
14035158,120438507
14035158,380712085
14035158,136066938
14035158,313269045
14035158,100008316
83284013,103559342
83284013,15887167
83284013,125893614
83284013,383348935
83284013,123601142
83284013,27750060
83284013,292405334
83284013,228425750
83284013,298030277
83284013,30610207
83284013,341859651
83284013,286577071
83284013,294768644
83284013,2242050
83284013,320674507
83284013,389129871
83284013,64403420
83284013,39455268
83284013,97133171
83284013,269942921
83284013,292454294
83284013,351145288
83284013,286120430
83284013,307358241
83284013,113216880
83284013,73360549
83284013,382904029
83284013,365956958
83284013,174378350
83284013,381408303
83284013,135439798
83284013,142689985
83284013,289179580
99322330,400712906
99322330,134912795
99322330,97133171
53581733,93576162
53581733,378562212
53581733,360582599
97829437,103230605
97829437,214633905
97829437,379971349
47587432,162759678
47587432,281505359
47587432,10237913
47587432,330353613
47587432,253659239
47587432,21880851
47587432,356665451
47587432,96581224
47587432,151950002
47587432,359431963
47587432,171835622
47587432,3356735
47587432,96840203
47587432,369875217
47587432,52854410
47587432,300936571
47587432,141479282
47587432,269214319
47587432,77198968
47587432,91191914
47587432,194288002
47587432,250887321
47587432,58412397
47587432,57206328
111205371,403969021
111205371,306832607
111205371,350811252
60866435,245934818
60866435,377904031
60866435,147339841
60866435,314357171
60866435,84675499
60866435,9517999
60866435,195771921
60866435,234458497
60866435,175358465
48977926,72511722
48977926,169883898
48977926,38063851
101039105,270600027
101039105,55257679
101039105,32184230
90795949,236278038
90795949,312591127
90795949,107792110
137292155,147993722
137292155,184831262
137292155,67790199
137292155,167074648
137292155,231788944
137292155,359407870
50498173,160115566
50498173,178011675
50498173,386329462
50498173,317575440
50498173,403867251
50498173,292205660
50498173,239548243
50498173,285050543
50498173,368119516
9249489,200345040
9249489,375328902
9249489,295448727
9249489,27438354
9249489,122974048
9249489,150209306
65178767,131731762
65178767,300589830
65178767,167822567
65178767,389943263
65178767,97324094
65178767,53394428
65178767,179359543
65178767,345756042
65178767,111152415
65178767,199114711
65178767,291252982
65178767,239702618
65178767,353313089
65178767,242197122
65178767,300032141
65178767,216561597
65178767,240026431
65178767,97311923
65178767,130149479
65178767,316348303
65178767,306444684
65178767,269150223
65178767,66399540
65178767,286100194
65178767,186491006
65178767,72451347
65178767,58128685
50724712,88459780
50724712,230127264
50724712,208144027
114656315,76787566
114656315,11618097
114656315,83098075
114656315,52741977
114656315,151115927
114656315,222368622
114656315,275851318
114656315,211781109
114656315,373341953
61061469,270600027
61061469,141321027
61061469,129009731
4497869,93308286
4497869,20923083
4497869,333729402
4497869,217738899
4497869,197320595
4497869,226048983
119702401,391987047
119702401,387679838
119702401,214669843
114644257,186774261
114644257,77149702
114644257,296919066
3410120,338137677
3410120,77427321
3410120,298409081
103188393,203095924
103188393,246091437
103188393,181836431
103188393,292971550
103188393,340934227
103188393,330396327
103188393,106200956
103188393,333246939
103188393,231066576
103188393,377095258
103188393,359928119
103188393,161836864
103188393,348058523
103188393,15519945
103188393,34563013
111603172,91061153
111603172,286120430
111603172,222514477
123888602,322359138
123888602,94187366
123888602,193990046
123888602,80257366
123888602,24474301
123888602,390787728
123888602,398605249
123888602,250343114
123888602,195954457
122178945,352261590
122178945,102342930
122178945,119827526
5065225,218340295
5065225,143943775
5065225,21026713
5065225,98056421
5065225,61812474
5065225,210028911
111625873,45261451
111625873,108736076
111625873,120125908
111625873,374348917
111625873,245227501
111625873,335458737
111625873,128186279
111625873,26678614
111625873,46781696
111625873,237237023
111625873,48414867
111625873,251208156
111625873,310659181
111625873,401620368
111625873,364959689
111625873,102725533
111625873,235633043
111625873,175904952
111625873,224609344
111625873,102368482
111625873,102901116
111625873,169402261
111625873,151269797
111625873,389709742
111625873,283945910
111625873,290674865
111625873,273516989
111625873,194599196
111625873,328135761
111625873,167074648
111625873,126647270
111625873,90395886
111625873,323716783
111625873,109791625
111625873,81866718
111625873,8965351
111625873,394702415
111625873,398680152
111625873,58105411
111625873,320746141
111625873,215296764
111625873,376396791
15926090,402993170
15926090,9335936
15926090,301491539
15926090,371760041
15926090,209943580
15926090,102972009
15926090,82845189
15926090,163128030
15926090,201042175
15926090,298066327
15926090,381191449
15926090,247960028
15926090,174382313
15926090,227943603
15926090,115178268
15926090,62471739
15926090,375664175
15926090,86674842
133854282,207767391
133854282,13844346
133854282,107389907
3727568,93235874
3727568,29189102
3727568,226412671
3727568,245416895
3727568,313335107
3727568,119270713
3727568,257945770
3727568,130580803
3727568,147958056
3727568,385012447
3727568,161950634
3727568,105730080
42844457,206630144
42844457,38658697
42844457,273540199
82644746,341127312
82644746,265406095
82644746,240252359
5435909,240725806
5435909,5667945
5435909,213625255
72055847,75337573
72055847,250502220
72055847,251837454
122721850,72789998
122721850,21349615
122721850,48307137
122721850,397082887
122721850,377927374
122721850,134379284
114936167,114910875
114936167,231570794
114936167,18956248
31648252,2835032
31648252,245999927
31648252,244827485
76662157,209248274
76662157,303723536
76662157,179642423
26936473,88015538
26936473,91996157
26936473,202315530
25386840,158348081
25386840,290858813
25386840,266655163
25386840,78482156
25386840,384068087
25386840,249081280
25386840,345087155
25386840,138638751
25386840,292314357
117368135,310100870
117368135,360951062
117368135,204225391
117368135,65605022
117368135,144197463
117368135,147618348
117368135,393121183
117368135,33427610
117368135,34162733
117368135,197659860
117368135,283128770
117368135,129978170
49267088,247726147
49267088,327885992
49267088,255771356
19409059,125394632
19409059,128464940
19409059,263791466
19409059,17504202
19409059,76988030
19409059,224184043
19409059,7996510
19409059,354927933
19409059,126317869
135640510,196821910
135640510,349545542
135640510,17661694
56485225,233437361
56485225,66536409
56485225,51340708
57741871,20792324
57741871,103032500
57741871,19911293
57741871,195390188
57741871,101276445
57741871,308318784
86923777,167400213
86923777,336777930
86923777,397931280
139198871,397699917
139198871,99433185
139198871,46470557
84488670,256792423
84488670,194130813
84488670,116097438
84488670,13132445
84488670,402254968
84488670,81842685
84488670,275256994
84488670,179412270
84488670,251201272
109657786,19212282
109657786,369618716
109657786,349360883
40673183,390709888
40673183,116710823
40673183,22909559
107789990,214457575
107789990,323179541
107789990,185241680
107789990,321125892
107789990,69766646
107789990,319478197
77465332,354926045
77465332,11661752
77465332,151171512
77465332,174279030
77465332,341395851
77465332,61955114
124789729,332853326
124789729,373827372
124789729,72841535
124789729,355248967
124789729,28044582
124789729,351904813
105568389,112208174
105568389,155827728
105568389,89537898
105568389,254704577
105568389,354069435
105568389,73531365
44445004,85681066
44445004,177493483
44445004,196518058
44445004,302662441
44445004,382463036
44445004,222985655
44445004,48275135
44445004,403740757
44445004,103346221
38993814,398488481
38993814,353083781
38993814,369274037
40907060,314344063
40907060,5656524
40907060,394347846
